Data ID,Iteration,Extracted text from Extractor Agent,Prompt used for Summarizer Agent,Generated About,ROUGE-1 score,ROUGE-2 score,ROUGE-L score,HTML,Ground truth description,Final Summarizer Prompt
0,0,"Pakistani Girls Muslim Girls Chat Room is a free dating application designed for connecting with desi girls for online romance and chat. Users can find Muslim girls to chat with, engage in desi online dating, and meet nearby girls. The app facilitates making friends online and provides access to phone numbers of Pakistani girls and desi aunties. It features profiles of users from various cities in Pakistan, allowing for random chats and connections with girls from different backgrounds. Key features include swiping through profiles, sending messages, viewing full profiles, and adding favorites.","
Summarize the following extracted text from an app's description into a short term/phrase introducing the app:
<EXTRACTED_APP'S_DESCRIPTION>
$extracted_text
</EXTRACTED_APP'S_DESCRIPTION>
 
The output should include only a short term/phrase introducing the app.
","""Connect and Chat with Pakistani Muslim Girls""",0.38095238095238093,0.10526315789473684,0.2857142857142857,"Pakistani girls Muslim Girls Chat Room a free dating application is an indian Dating Apps in which you can date desi girls free chat. You can Find Muslim Girls to chat with and you can do online romance. You can do desi online dating and you can find pakistani love couple and  indian love couple.  Pakistani girl Muslim Girl chat room is the best app for desi chat and to find nearby girls to girl chat with muslim girls in Pakistan. You will be able to make girl friends online and meet girls nearby. You will be able to get desi aunty phone numbers and get pakistani girls phone numbers. Our app contains online girls pictures and desi aunty pictures. The core functionality of our online desi dating apps is to provide a platform to young boys and young girls to date desi girls and date desi aunties. Pakistani Girl Chat is an online dating app for people who are looking for real connections and friends. People can meet desi girls and get pakistani girls number and desi aunties number. Our app has a variety of users including pakistani aunties , indian girls and indian aunties. This app enables you to get desi aunty phone numbers and eventually you can meet with islamabadi aunty.Pakistani Girls Chat is a very special app for online chat room app which can be used for either dating online or just for flirt online. The boys can meet with girls online شات بنات and live chat with them and they can find beautiful girls for dating.Pakistani Girls marriage chat room is based on random chat تعارف بنات, which means that you can do random chat with girls from all around the country.Pakistani girl Muslim Girl chat room app has users from all cities of Pakistan including the following cities Bahawalpur Sialkot Karachi Giligit Lahore Islamabad Pishawar Faisalabad Kasur Mardan Chiniot Mingora Nawabshah sakhar multan sargodha دردشه بنات so you're either a saraiki girl, or punjabi girl, or a  pakhtun girl or a, balochi girl, or a  sindhi girl you can find match in this free dating app.App Features:* Swipe through thousands of profiles of online users near you.* Send messages to girls/boys you like near you.* View full profile of a person* Add a girl or boy to list of your favorite people to talk to them later.* The ability to send a star to others.",Pakistani girls Muslim girls Chat Room a free Dating App for indian dating apps
0,1,"Pakistani Girls Muslim Girls Chat Room is a free dating application designed for connecting with desi girls for online romance and chat. Users can find Muslim girls to chat with, engage in desi online dating, and meet nearby girls. The app facilitates making friends online and provides access to phone numbers of Pakistani girls and desi aunties. It features profiles of users from various cities in Pakistan, allowing for random chats and connections with girls from different backgrounds. Key features include swiping through profiles, sending messages, viewing full profiles, and adding favorites.","Summarize the following extracted text from an app's description into a short term/phrase introducing the app. Prioritize using any existing name/title, feature description, or purpose statement/overview found in the beginning of the extracted text:

<EXTRACTED_APP'S_DESCRIPTION>  
$extracted_text  
</EXTRACTED_APP'S_DESCRIPTION>  

The output should include only a short term/phrase introducing the app.",Pakistani Girls Muslim Girls Chat Room: Connect and Chat with Desi Girls for Online Romance,0.4827586206896552,0.3703703703703704,0.4827586206896552
0,2,"Pakistani Girls Muslim Girls Chat Room is a free dating application designed for connecting with desi girls for online romance and chat. Users can find Muslim girls to chat with, engage in desi online dating, and meet nearby girls. The app facilitates making friends online and provides access to phone numbers of Pakistani girls and desi aunties. It features profiles of users from various cities in Pakistan, allowing for random chats and connections with girls from different backgrounds. Key features include swiping through profiles, sending messages, viewing full profiles, and adding favorites.","Summarize the following extracted text from an app's description into a concise term/phrase introducing the app. Prioritize using any existing name/title, feature description, or purpose statement/overview found in the beginning of the extracted text. If the extracted text includes a specific mention of the app being a dating app for Indian users, ensure this is reflected in the summary:  

<EXTRACTED_APP'S_DESCRIPTION>  
$extracted_text  
</EXTRACTED_APP'S_DESCRIPTION>  

The output should include only a short term/phrase introducing the app.",Pakistani Girls Muslim Girls Chat Room: A Dating App for Connecting with Desi Girls,0.7142857142857143,0.6153846153846154,0.7142857142857143
1,0,Race through space - pickup coins - get a high score! Control a ship as you race and dodge the traffic. Pickup coins to get an extra 1000 points! High Score Board coming soon!,"
Summarize the following extracted text from an app's description into a short term/phrase introducing the app:
<EXTRACTED_APP'S_DESCRIPTION>
$extracted_text
</EXTRACTED_APP'S_DESCRIPTION>
 
The output should include only a short term/phrase introducing the app.
","""Space Racing Adventure: Collect Coins and Beat High Scores!""",0.5555555555555556,0.125,0.4444444444444444,Race through space - pickup coins - get a high score!-----Control a ship as you race and dodge the traffic.  Pickup coins to get an extra 1000 points!High Score Board coming soon!,Race through space - pickup coins - get a high score!
1,1,Race through space - pickup coins - get a high score! Control a ship as you race and dodge the traffic. Pickup coins to get an extra 1000 points! High Score Board coming soon!,"Summarize the following extracted text from an app's description into a short term/phrase introducing the app, prioritizing any existing name/title, feature description, purpose statement, or overview found at the beginning of the text:  
<EXTRACTED_APP'S_DESCRIPTION>  
$extracted_text  
</EXTRACTED_APP'S_DESCRIPTION>  

The output should include only a short term/phrase introducing the app.","""Space Race: Collect Coins and Achieve High Scores!""",0.5882352941176471,0.13333333333333333,0.47058823529411764
