sample_id,system,rouge1,rouge2,rougeL,bertscore_f1,semantic_bert_cosine
0,SYS_A,0.09523809523809525,0.0,0.09523809523809525,0.49573785066604614,0.5307450294494629
1,SYS_A,0.13333333333333333,0.0,0.13333333333333333,0.5505459904670715,0.3717963695526123
2,SYS_A,0.25,0.14285714285714288,0.25,0.615532636642456,0.4794637858867645
3,SYS_A,0.4827586206896552,0.2962962962962963,0.4827586206896552,0.7595177888870239,0.800029456615448
4,SYS_A,0.2727272727272727,0.2,0.2727272727272727,0.5901066660881042,0.5455047488212585
5,SYS_A,0.5,0.0,0.25,0.5749683976173401,0.7841023206710815
6,SYS_A,0.3157894736842105,0.11764705882352942,0.3157894736842105,0.5748668313026428,0.5986613035202026
7,SYS_A,0.25,0.0,0.125,0.5512605309486389,0.41439712047576904
8,SYS_A,0.5882352941176471,0.26666666666666666,0.5882352941176471,0.6712419390678406,0.6446582078933716
9,SYS_A,0.4347826086956522,0.2857142857142857,0.4347826086956522,0.6584580540657043,0.8029377460479736
10,SYS_A,0.5454545454545454,0.5,0.5454545454545454,0.5900232791900635,0.7976153492927551
11,SYS_A,0.2727272727272727,0.2,0.2727272727272727,0.5726960897445679,0.661126971244812
12,SYS_A,0.5,0.14285714285714288,0.25,0.553989589214325,0.8630770444869995
13,SYS_A,0.22222222222222224,0.0,0.22222222222222224,0.5906662344932556,0.4464503824710846
14,SYS_A,0.4,0.17391304347826086,0.32,0.6766020655632019,0.8430137634277344
15,SYS_A,0.28571428571428575,0.0,0.14285714285714288,0.6530262231826782,0.2799251973628998
16,SYS_A,0.3636363636363637,0.1,0.3636363636363637,0.6668546199798584,0.7510179877281189
17,SYS_A,0.28571428571428575,0.0,0.14285714285714288,0.47071242332458496,0.6371413469314575
18,SYS_A,0.3157894736842105,0.11764705882352941,0.3157894736842105,0.5188321471214294,0.5456333160400391
19,SYS_A,0.5714285714285715,0.3333333333333333,0.42857142857142855,0.5154860615730286,0.7938252687454224
20,SYS_A,0.3157894736842105,0.23529411764705882,0.3157894736842105,0.6779881119728088,0.6741328239440918
21,SYS_A,0.3636363636363636,0.09999999999999999,0.3636363636363636,0.6093138456344604,0.704913318157196
22,SYS_A,0.18181818181818185,0.1,0.18181818181818185,0.4940972924232483,0.5067043304443359
23,SYS_A,0.5714285714285714,0.16666666666666666,0.42857142857142855,0.7246302962303162,0.6867139935493469
24,SYS_A,0.25,0.0,0.125,0.6590219736099243,0.6533006429672241
25,SYS_A,0.28571428571428564,0.10526315789473685,0.28571428571428564,0.6562146544456482,0.5153990983963013
26,SYS_A,0.30769230769230765,0.0,0.23076923076923075,0.6003170609474182,0.4331653416156769
27,SYS_A,0.9473684210526316,0.823529411764706,0.9473684210526316,0.9392943382263184,0.8604271411895752
28,SYS_A,0.5185185185185186,0.08,0.29629629629629634,0.7105481028556824,0.8150750398635864
29,SYS_A,0.6666666666666666,0.12500000000000003,0.4444444444444444,0.731592059135437,0.713489830493927
30,SYS_A,0.7500000000000001,0.45454545454545453,0.6666666666666667,0.7229229807853699,0.6968428492546082
31,SYS_A,0.08,0.0,0.08,0.5388181209564209,0.28206223249435425
32,SYS_A,0.2222222222222222,0.125,0.2222222222222222,0.6125914454460144,0.5802487134933472
33,SYS_A,1.0,1.0,1.0,0.9524209499359131,0.7879949808120728
34,SYS_A,0.4,0.25,0.4,0.5947275161743164,0.5991355180740356
35,SYS_A,0.8695652173913043,0.5714285714285713,0.7826086956521738,0.870323896408081,0.8436525464057922
36,SYS_A,0.3157894736842105,0.11764705882352941,0.3157894736842105,0.6184756755828857,0.6275022625923157
37,SYS_A,0.823529411764706,0.39999999999999997,0.7058823529411765,0.7746344804763794,0.9120968580245972
38,SYS_A,0.0,0.0,0.0,0.5437425374984741,0.37967485189437866
39,SYS_A,0.5333333333333333,0.30769230769230765,0.5333333333333333,0.7762514352798462,0.7512553334236145
40,SYS_A,0.8181818181818182,0.6,0.6363636363636365,0.7737012505531311,0.8446402549743652
41,SYS_A,0.5,0.33333333333333337,0.5,0.7945095896720886,0.7589999437332153
42,SYS_A,0.47058823529411764,0.13333333333333333,0.35294117647058826,0.6716843247413635,0.6304458379745483
43,SYS_A,0.6153846153846154,0.16666666666666666,0.23076923076923078,0.6287248730659485,0.8973122835159302
44,SYS_A,0.3636363636363637,0.1,0.27272727272727276,0.6116397976875305,0.5112613439559937
45,SYS_A,0.38461538461538464,0.0,0.38461538461538464,0.6273165345191956,0.8184412717819214
46,SYS_A,0.46153846153846156,0.18181818181818182,0.46153846153846156,0.6360064744949341,0.7380220890045166
47,SYS_A,0.23529411764705882,0.0,0.23529411764705882,0.5664836764335632,0.3935900330543518
48,SYS_A,0.4444444444444444,0.125,0.4444444444444444,0.6719932556152344,0.7209630012512207
49,SYS_A,0.2727272727272727,0.09999999999999999,0.1818181818181818,0.5350128412246704,0.6115097999572754
50,SYS_A,0.18181818181818185,0.0,0.18181818181818185,0.6106588244438171,0.5483100414276123
51,SYS_A,0.41666666666666663,0.27272727272727276,0.25,0.6928957104682922,0.8798686265945435
52,SYS_A,0.24000000000000002,0.08695652173913043,0.24000000000000002,0.595233678817749,0.45273157954216003
53,SYS_A,0.2962962962962963,0.23999999999999996,0.2962962962962963,0.6479949951171875,0.7877258658409119
54,SYS_A,0.28571428571428575,0.16666666666666669,0.28571428571428575,0.5812194347381592,0.48586177825927734
55,SYS_A,0.3,0.1111111111111111,0.3,0.5447002649307251,0.45030805468559265
56,SYS_A,0.8333333333333333,0.6363636363636365,0.4999999999999999,0.7408292293548584,0.8115576505661011
57,SYS_A,0.7272727272727272,0.22222222222222224,0.5454545454545454,0.739824652671814,0.8447517156600952
58,SYS_A,0.5,0.42857142857142855,0.5,0.7436380386352539,0.7319331169128418
59,SYS_A,0.3333333333333333,0.2,0.3333333333333333,0.6397656202316284,0.8670165538787842
60,SYS_A,0.4137931034482759,0.07407407407407408,0.2758620689655172,0.716518759727478,0.6479901075363159
61,SYS_A,0.22222222222222224,0.0,0.11111111111111112,0.5183388590812683,0.5678257942199707
62,SYS_A,0.24000000000000002,0.08695652173913043,0.16,0.6171489953994751,0.7697533369064331
63,SYS_A,0.2222222222222222,0.0,0.1111111111111111,0.5719494223594666,0.5256754755973816
64,SYS_A,0.23529411764705882,0.0,0.23529411764705882,0.4804321229457855,0.5928851962089539
65,SYS_A,0.3157894736842105,0.11764705882352941,0.3157894736842105,0.6347795128822327,0.46321773529052734
66,SYS_A,0.8421052631578948,0.588235294117647,0.7368421052631579,0.7895397543907166,0.8789205551147461
67,SYS_A,0.4545454545454546,0.3,0.4545454545454546,0.6644298434257507,0.580751895904541
68,SYS_A,0.2962962962962963,0.24,0.2962962962962963,0.6441957950592041,0.7419495582580566
69,SYS_A,0.5,0.28571428571428575,0.5,0.8003062605857849,0.8539950847625732
